@relation walkingGENERALIZED?

@attribute idUSer numeric
@attribute timestamp numeric
@attribute code {walking}
@attribute idJoint0 numeric
@attribute x0 numeric
@attribute y0 numeric
@attribute z0 numeric
@attribute a0 numeric
@attribute idJoint1 numeric
@attribute x1 numeric
@attribute y1 numeric
@attribute z1 numeric
@attribute a1 numeric
@attribute idJoint2 numeric
@attribute x2 numeric
@attribute y2 numeric
@attribute z2 numeric
@attribute a2 numeric
@attribute idJoint5 numeric
@attribute x5 numeric
@attribute y5 numeric
@attribute z5 numeric
@attribute a5 numeric
@attribute idJoint6 numeric
@attribute x6 numeric
@attribute y6 numeric
@attribute z6 numeric
@attribute a6 numeric
@attribute idJoint8 numeric
@attribute x8 numeric
@attribute y8 numeric
@attribute z8 numeric
@attribute a8 numeric
@attribute idJoint11 numeric
@attribute x11 numeric
@attribute y11 numeric
@attribute z11 numeric
@attribute a11 numeric
@attribute idJoint12 numeric
@attribute x12 numeric
@attribute y12 numeric
@attribute z12 numeric
@attribute a12 numeric
@attribute idJoint14 numeric
@attribute x14 numeric
@attribute y14 numeric
@attribute z14 numeric
@attribute a14 numeric
@attribute idJoint16 numeric
@attribute x16 numeric
@attribute y16 numeric
@attribute z16 numeric
@attribute a16 numeric
@attribute idJoint17 numeric
@attribute x17 numeric
@attribute y17 numeric
@attribute z17 numeric
@attribute a17 numeric
@attribute idJoint19 numeric
@attribute x19 numeric
@attribute y19 numeric
@attribute z19 numeric
@attribute a19 numeric
@attribute idJoint20 numeric
@attribute x20 numeric
@attribute y20 numeric
@attribute z20 numeric
@attribute a20 numeric
@attribute idJoint21 numeric
@attribute x21 numeric
@attribute y21 numeric
@attribute z21 numeric
@attribute a21 numeric
@attribute idJoint23 numeric
@attribute x23 numeric
@attribute y23 numeric
@attribute z23 numeric
@attribute a23 numeric

@data
1,1342370920443.000064,walking,0,283.43646,79.464485,2406.1516,1,1,278.9469,126.34022,2351.773,1,2,274.39066,180.0976,2303.296,1,5,275.67117,109.29872,2194.7869,1,6,232.93216,196.95627,2045.2642,1,8,237.3086,293.6224,2008.462,1,11,281.81262,141.24896,2508.759,1,12,326.6675,178.15591,2579.4792,1,14,369.78995,128.30833,2541.3171,1,16,266.97882,229.9678,2150.9988,1,17,254.35405,346.8649,2226.8909,1,19,239.03171,455.10626,2272.1243,1,20,272.0641,241.81944,2358.6392,1,21,320.93665,343.0115,2359.379,1,23,333.51248,449.2765,2370.6968,1
1,1342370921664,walking,0,280.85123,79.69029,2417.0068,1,1,278.22748,128.55057,2376.2551,1,2,275.90533,182.8253,2341.2012,1,5,264.4759,114.440865,2223.2214,1,6,215.04185,185.79173,2098.1477,1,8,228.43951,277.04077,2078.8933,1,11,290.31503,140.9529,2529.289,1,12,335.93716,174.50179,2557.8513,1,14,370.73987,115.183235,2522.3464,1,16,264.12616,234.39943,2204.9385,1,17,251.38571,350.88828,2250.9048,1,19,238.83911,460.71698,2275.9302,1,20,282.1098,242.73476,2407.3557,1,21,320.83844,346.79007,2381.2969,1,23,334.15668,452.63275,2385.6213,1
1,1342370921747.000064,walking,0,280.57477,79.68233,2417.542,1,1,278.07935,128.32999,2375.657,1,2,276.0263,182.5198,2338.9487,1,5,264.60342,113.95464,2222.4404,1,6,222.8302,181.17207,2103.5898,1,8,239.64961,270.47403,2081.3394,1,11,289.92233,140.96342,2528.8735,1,12,331.61035,177.50784,2563.719,1,14,370.23734,119.60044,2525.3464,1,16,264.71515,233.90634,2200.8987,1,17,250.28093,350.56567,2244.9795,1,19,238.94609,460.31595,2274.3599,1,20,282.3253,242.58691,2403.582,1,21,320.1884,347.21558,2376.2163,1,23,334.01633,453.33752,2379.311,1
1,1342370921804.999936,walking,0,280.88052,79.67335,2417.1277,1,1,277.93893,128.11974,2374.0146,1,2,275.52374,182.24231,2335.895,1,5,264.63315,113.40834,2220.809,1,6,227.18738,182.026,2106.229,1,8,248.78287,269.86362,2083.1152,1,11,289.63147,141.04744,2527.22,1,12,330.06967,180.8182,2564.8584,1,14,372.2574,126.108376,2520.8416,1,16,263.903,233.3988,2196.4373,1,17,249.59157,350.06738,2243.7192,1,19,237.60298,459.82513,2273.021,1,20,281.38287,242.52023,2399.1138,1,21,319.2001,347.19846,2377.555,1,23,333.12564,453.51138,2377.7617,1
1,1342370921876.999936,walking,0,280.88553,80.05855,2418.0771,1,1,278.3062,128.6972,2371.7043,1,2,275.73148,182.65686,2330.304,1,5,263.2678,113.59494,2220.961,1,6,241.88553,190.87727,2110.0122,1,8,288.45438,266.75714,2085.0762,1,11,291.5472,141.99442,2522.4478,1,12,315.59985,196.05676,2563.5415,1,14,368.85736,167.74886,2515.2034,1,16,262.73056,233.437,2189.169,1,17,249.61092,349.8737,2245.668,1,19,237.61859,459.8066,2272.7314,1,20,282.53372,243.27148,2388.6382,1,21,321.8618,347.36572,2381.5408,1,23,334.7758,454.0995,2376.4353,1
1,1342370922891.000064,walking,0,288.94736,83.598946,2433.6562,1,1,282.68784,130.04182,2378.3254,1,2,277.09995,183.09528,2328.775,1,5,277.71008,113.13733,2221.9578,1,6,221.37274,165.98021,2090.7607,1,8,233.74492,252.7276,2068.285,1,11,287.05142,144.86063,2534.693,1,12,320.4324,185.68596,2533.7424,1,14,370.498,139.60127,2514.9827,1,16,267.36545,232.19281,2175.8333,1,17,257.19638,349.10748,2239.3323,1,19,239.77773,457.16968,2278.3044,1,20,274.834,244.17468,2382.6155,1,21,325.1072,342.78876,2396.3545,1,23,335.45312,450.65778,2372.1375,1
1,1342370922961.999872,walking,0,289.8196,82.58989,2421.6904,1,1,283.14432,130.33893,2373.9844,1,2,277.51755,183.97194,2331.043,1,5,276.89545,114.49065,2217.1108,1,6,227.1892,170.11128,2091.3384,1,8,243.95695,256.12033,2061.234,1,11,288.61853,144.2225,2530.8577,1,12,319.60297,187.85155,2534.3523,1,14,371.87805,143.00195,2504.014,1,16,266.93787,234.16705,2184.3008,1,17,255.13402,350.56198,2246.0732,1,19,238.5632,459.1034,2279.3313,1,20,276.00974,244.59595,2391.9023,1,21,326.69684,342.8386,2398.9243,1,23,335.66803,450.57983,2376.2646,1
1,1342370923043.000064,walking,0,289.838,81.93349,2399.4019,1,1,282.7686,130.70932,2358.252,1,2,276.16336,184.87292,2319.0461,1,5,268.247,115.301544,2209.1924,1,6,236.86389,181.51962,2096.524,1,8,269.47595,261.94562,2061.8887,1,11,295.5635,144.2851,2507.3113,1,12,311.26855,195.44048,2533.473,1,14,372.87482,168.50243,2498.052,1,16,258.92026,235.51936,2180.561,1,17,248.3446,353.12686,2230.9268,1,19,233.63235,461.53183,2272.9739,1,20,278.87283,245.83043,2379.1199,1,21,328.19714,345.9143,2375.6716,1,23,336.45383,454.09753,2361.9082,1
1,1342370924204,walking,0,287.41656,84.30732,2431.13,1,1,279.31192,129.41302,2369.9119,1,2,270.84573,181.51117,2310.7737,1,5,269.13733,110.332115,2218.5796,1,6,235.96611,172.54424,2101.3267,1,8,255.93091,259.597,2055.1113,1,11,288.2651,146.20335,2521.244,1,12,309.57938,193.93501,2538.0183,1,14,371.58044,164.73138,2489.9663,1,16,254.18655,228.3065,2151.5356,1,17,255.10338,346.0263,2227.8586,1,19,237.89087,453.24738,2278.3818,1,20,269.0235,243.70108,2351.7356,1,21,325.90677,339.7068,2376.7917,1,23,334.15024,446.78586,2374.4636,1
1,1342370924316,walking,0,288.78864,82.94478,2421.0862,1,1,280.55963,129.89616,2367.662,1,2,272.34647,182.55814,2313.8914,1,5,265.71768,111.73315,2220.4753,1,6,240.71161,182.00465,2111.6067,1,8,282.71646,259.88956,2076.6206,1,11,293.66428,145.93312,2514.849,1,12,302.5869,198.62605,2553.142,1,14,367.86258,188.11656,2479.173,1,16,252.90353,230.24342,2162.7397,1,17,251.548,347.30643,2238.7666,1,19,236.55334,455.29193,2281.6685,1,20,273.68604,244.59023,2357.5012,1,21,328.034,342.06775,2376.0493,1,23,334.5823,448.98117,2377.967,1
